make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Nissan,Pathfinder,2012,18810,38436,Monterrey,MX,SCRAPED2012931130,Base,Blue,Fair,3.0L Diesel,Automatic,RWD,Hybrid,Hatchback,4,6,298,35,23,12,3203.0,24422.72,-5612.720000000001,scraping
Hyundai,Elantra,2011,11805,85125,Monterrey,MX,SCRAPED2011779320,Base,Red,Good,3.0L Diesel,CVT,AWD,Diesel,Sedan,4,4,207,24,23,13,6548.076923076923,24270.041666666668,-12465.041666666668,scraping
Toyota,Corolla,2011,10215,18315,Monterrey,MX,SCRAPED2011550589,LX,Black,Fair,3.5L V6,CVT,AWD,Diesel,SUV,2,8,188,29,19,13,1408.8461538461538,22425.5,-12210.5,scraping
BMW,3 Series,2011,31825,106506,Monterrey,MX,SCRAPED2011632524,LX,White,Good,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Truck,4,4,157,34,16,13,8192.76923076923,45747.42857142857,-13922.428571428572,scraping
Ford,Escape,2014,26641,116385,Monterrey,MX,SCRAPED2014248822,Base,Blue,Excellent,2.5L 4-Cylinder,Automatic,AWD,Gasoline,SUV,2,8,219,31,18,10,11638.5,29792.18181818182,-3151.18181818182,scraping
Hyundai,Tucson,2014,19072,70171,Monterrey,MX,SCRAPED2014589954,EX,Gray,Fair,2.0L Turbo,Automatic,FWD,Hybrid,Sedan,2,6,151,25,20,10,7017.1,23820.75,-4748.75,scraping
Ford,Escape,2013,24636,38385,Monterrey,MX,SCRAPED2013326610,Premium,Silver,Excellent,3.0L Diesel,Automatic,FWD,Gasoline,Sedan,2,6,285,26,21,11,3489.5454545454545,29792.18181818182,-5156.18181818182,scraping
Honda,CR-V,2013,13876,116117,Monterrey,MX,SCRAPED2013698505,LX,Silver,Excellent,2.5L 4-Cylinder,CVT,AWD,Gasoline,Sedan,4,6,349,30,20,11,10556.09090909091,24872.04761904762,-10996.047619047618,scraping
Hyundai,Santa Fe,2010,12541,10555,Monterrey,MX,SCRAPED2010510627,Premium,White,Very Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Sedan,2,4,229,33,16,14,753.9285714285714,23741.354838709678,-11200.354838709678,scraping
Honda,Accord,2013,11858,118504,Monterrey,MX,SCRAPED2013864045,LX,Blue,Fair,3.5L V6,Automatic,RWD,Gasoline,SUV,2,4,201,30,20,11,10773.09090909091,24268.2,-12410.2,scraping
Hyundai,Elantra,2013,16044,109772,Monterrey,MX,SCRAPED2013457205,Limited,White,Very Good,2.5L 4-Cylinder,Automatic,FWD,Diesel,Sedan,4,8,341,27,22,11,9979.272727272728,24270.041666666668,-8226.041666666668,scraping
Kia,Forte,2012,20556,41338,Monterrey,MX,SCRAPED2012914405,Limited,White,Fair,2.0L Turbo,CVT,RWD,Hybrid,Truck,4,6,236,24,21,12,3444.8333333333335,29418.470588235294,-8862.470588235294,scraping
Kia,Sorento,2010,10713,139804,Monterrey,MX,SCRAPED2010564500,Base,Gray,Very Good,3.0L Diesel,Manual,AWD,Diesel,Truck,4,8,310,30,20,14,9986.0,23563.17391304348,-12850.17391304348,scraping
Mercedes-Benz,E-Class,2013,36757,44811,Monterrey,MX,SCRAPED2013117696,Base,White,Fair,2.0L Turbo,CVT,AWD,Diesel,Truck,4,4,379,30,20,11,4073.7272727272725,46445.807692307695,-9688.807692307695,scraping
Hyundai,Elantra,2011,16275,92230,Monterrey,MX,SCRAPED2011690797,EX,Black,Very Good,3.5L V6,Manual,FWD,Gasoline,SUV,2,6,367,30,15,13,7094.615384615385,24270.041666666668,-7995.041666666668,scraping
Volkswagen,Atlas,2013,15062,112390,Monterrey,MX,SCRAPED2013720960,Premium,Gray,Good,3.5L V6,Automatic,AWD,Hybrid,Hatchback,2,6,394,33,22,11,10217.272727272728,21952.809523809523,-6890.809523809523,scraping
Volkswagen,Tiguan,2012,18614,42055,Monterrey,MX,SCRAPED2012728521,LX,Red,Good,2.0L Turbo,Automatic,AWD,Hybrid,Truck,2,4,325,31,22,12,3504.5833333333335,25830.10714285714,-7216.107142857141,scraping
Mercedes-Benz,E-Class,2010,30214,45636,Monterrey,MX,SCRAPED2010561977,Limited,White,Excellent,2.0L Turbo,Automatic,AWD,Hybrid,Hatchback,4,4,187,24,17,14,3259.714285714286,46445.807692307695,-16231.807692307695,scraping
Hyundai,Elantra,2010,14898,45308,Monterrey,MX,SCRAPED2010178251,Base,White,Excellent,3.5L V6,Automatic,AWD,Gasoline,Truck,4,4,362,35,24,14,3236.285714285714,24270.041666666668,-9372.041666666668,scraping
Kia,Sportage,2012,11636,32611,Monterrey,MX,SCRAPED2012172507,Limited,Silver,Very Good,2.0L Turbo,CVT,FWD,Hybrid,SUV,2,6,303,23,24,12,2717.5833333333335,25350.57894736842,-13714.57894736842,scraping
Audi,A6,2014,40815,48417,Monterrey,MX,SCRAPED2014528955,LX,Blue,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,Sedan,4,6,311,24,18,10,4841.7,42394.47826086957,-1579.4782608695677,scraping
Volkswagen,Jetta,2013,21492,20326,Monterrey,MX,SCRAPED2013390573,Premium,Black,Good,3.5L V6,Manual,AWD,Diesel,Truck,4,6,308,31,15,11,1847.8181818181818,24905.565217391304,-3413.565217391304,scraping
BMW,3 Series,2013,41127,52892,Monterrey,MX,SCRAPED2013391962,LX,Silver,Very Good,3.0L Diesel,Manual,AWD,Gasoline,Sedan,4,8,269,21,19,11,4808.363636363636,45747.42857142857,-4620.4285714285725,scraping
Kia,Sportage,2012,10607,83565,Monterrey,MX,SCRAPED2012252594,Base,Gray,Fair,3.5L V6,CVT,FWD,Gasoline,Sedan,2,4,333,30,17,12,6963.75,25350.57894736842,-14743.57894736842,scraping
Audi,A4,2015,42491,30010,Monterrey,MX,SCRAPED2015726128,EX,Blue,Excellent,3.0L Diesel,Automatic,RWD,Gasoline,Hatchback,2,4,361,33,22,9,3334.4444444444443,43616.8,-1125.800000000003,scraping
Audi,Q5,2011,37215,103392,Monterrey,MX,SCRAPED2011770246,LX,Black,Very Good,3.5L V6,Automatic,RWD,Gasoline,Sedan,4,8,290,22,17,13,7953.2307692307695,45476.92307692308,-8261.923076923078,scraping
Kia,Forte,2010,7485,128176,Monterrey,MX,SCRAPED2010468523,LX,Silver,Excellent,3.0L Diesel,Automatic,FWD,Gasoline,Truck,4,4,163,34,21,14,9155.42857142857,29418.470588235294,-21933.470588235294,scraping
Honda,CR-V,2014,20600,25349,Monterrey,MX,SCRAPED2014535130,Base,Red,Very Good,3.5L V6,Manual,FWD,Gasoline,Truck,4,8,222,20,15,10,2534.9,24872.04761904762,-4272.047619047618,scraping
Chevrolet,Tahoe,2012,18730,148564,Monterrey,MX,SCRAPED2012158871,Premium,Red,Good,3.0L Diesel,Manual,AWD,Hybrid,SUV,2,8,219,23,23,12,12380.333333333334,25317.0,-6587.0,scraping
BMW,X5,2010,32126,12640,Monterrey,MX,SCRAPED2010853000,Limited,Red,Good,2.5L 4-Cylinder,Manual,AWD,Hybrid,SUV,4,4,211,35,18,14,902.8571428571429,45377.85,-13251.849999999999,scraping
Nissan,Sentra,2010,9496,122591,Monterrey,MX,SCRAPED2010596065,Premium,Red,Good,2.0L Turbo,CVT,FWD,Diesel,Hatchback,4,8,368,28,15,14,8756.5,21778.217391304348,-12282.217391304348,scraping
Chevrolet,Malibu,2015,26017,48757,Monterrey,MX,SCRAPED2015953582,LX,Black,Fair,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Hatchback,2,8,290,32,21,9,5417.444444444444,31844.458333333332,-5827.458333333332,scraping
Audi,A4,2015,44761,30122,Monterrey,MX,SCRAPED2015360449,Base,Black,Excellent,2.5L 4-Cylinder,Automatic,AWD,Diesel,Sedan,2,6,299,22,19,9,3346.8888888888887,43616.8,1144.199999999997,scraping
Nissan,Rogue,2011,13218,91519,Monterrey,MX,SCRAPED2011612219,Premium,Red,Fair,3.0L Diesel,CVT,FWD,Gasoline,Sedan,2,8,154,35,17,13,7039.923076923077,24736.576923076922,-11518.576923076922,scraping
BMW,X5,2014,42821,71981,Monterrey,MX,SCRAPED2014222953,Limited,Red,Good,2.0L Turbo,Manual,RWD,Hybrid,Sedan,2,8,273,35,24,10,7198.1,45377.85,-2556.8499999999985,scraping
Toyota,RAV4,2014,17744,112110,Monterrey,MX,SCRAPED2014969270,LX,Red,Excellent,3.5L V6,Manual,FWD,Diesel,Hatchback,2,8,288,22,25,10,11211.0,25440.3,-7696.299999999999,scraping
Volkswagen,Jetta,2015,16021,147001,Monterrey,MX,SCRAPED2015738577,EX,White,Very Good,3.5L V6,Manual,FWD,Diesel,SUV,2,6,211,25,17,9,16333.444444444445,24905.565217391304,-8884.565217391304,scraping
Honda,CR-V,2015,17037,98627,Monterrey,MX,SCRAPED2015913339,LX,Gray,Fair,2.5L 4-Cylinder,Manual,AWD,Gasoline,Sedan,4,6,213,35,22,9,10958.555555555555,24872.04761904762,-7835.047619047618,scraping
BMW,X5,2013,29940,95044,Monterrey,MX,SCRAPED2013198843,Premium,Red,Excellent,2.0L Turbo,Automatic,FWD,Hybrid,Sedan,4,6,215,21,24,11,8640.363636363636,45377.85,-15437.849999999999,scraping
Mercedes-Benz,C-Class,2012,34460,10360,Monterrey,MX,SCRAPED2012674566,Premium,Gray,Fair,3.5L V6,Manual,AWD,Gasoline,Truck,4,4,313,20,23,12,863.3333333333334,42999.333333333336,-8539.333333333336,scraping
Volkswagen,Jetta,2014,25101,42313,Monterrey,MX,SCRAPED2014826683,Base,Blue,Fair,3.0L Diesel,CVT,RWD,Diesel,SUV,2,8,327,21,24,10,4231.3,24905.565217391304,195.43478260869597,scraping
Ford,Escape,2011,24443,39357,Monterrey,MX,SCRAPED2011300350,LX,Blue,Very Good,3.0L Diesel,CVT,AWD,Diesel,Truck,2,6,328,30,17,13,3027.4615384615386,29792.18181818182,-5349.18181818182,scraping
Honda,CR-V,2012,25060,38271,Monterrey,MX,SCRAPED2012524106,Limited,Black,Good,3.0L Diesel,Automatic,FWD,Hybrid,Truck,4,8,389,26,24,12,3189.25,24872.04761904762,187.95238095238165,scraping
Toyota,Highlander,2012,15503,73807,Monterrey,MX,SCRAPED2012879430,Base,Black,Good,3.5L V6,Automatic,RWD,Hybrid,Hatchback,2,4,308,35,15,12,6150.583333333333,23365.428571428572,-7862.4285714285725,scraping
Mercedes-Benz,E-Class,2013,40333,111061,Monterrey,MX,SCRAPED2013661441,Premium,Gray,Very Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Truck,4,8,342,28,15,11,10096.454545454546,46445.807692307695,-6112.807692307695,scraping
Kia,Optima,2012,17920,59735,Monterrey,MX,SCRAPED2012410276,Base,Red,Excellent,2.5L 4-Cylinder,Manual,AWD,Diesel,Sedan,2,6,221,34,20,12,4977.916666666667,23576.82608695652,-5656.82608695652,scraping
Hyundai,Elantra,2014,17627,108225,Monterrey,MX,SCRAPED2014118613,EX,White,Very Good,3.0L Diesel,CVT,RWD,Diesel,Sedan,2,6,385,27,18,10,10822.5,24270.041666666668,-6643.041666666668,scraping
Kia,Sorento,2013,13085,104329,Monterrey,MX,SCRAPED2013214733,Premium,Black,Fair,2.5L 4-Cylinder,Automatic,AWD,Hybrid,SUV,2,6,306,30,15,11,9484.454545454546,23563.17391304348,-10478.17391304348,scraping
BMW,X3,2012,40534,53281,Monterrey,MX,SCRAPED2012905848,Limited,Black,Excellent,2.5L 4-Cylinder,CVT,AWD,Diesel,SUV,4,6,352,30,25,12,4440.083333333333,47162.681818181816,-6628.681818181816,scraping
Mercedes-Benz,C-Class,2013,36172,37405,Monterrey,MX,SCRAPED2013484611,LX,White,Fair,3.5L V6,Manual,FWD,Diesel,Truck,4,8,265,35,21,11,3400.4545454545455,42999.333333333336,-6827.333333333336,scraping
Chevrolet,Tahoe,2015,26165,97584,Monterrey,MX,SCRAPED2015999184,EX,Gray,Excellent,3.5L V6,Automatic,AWD,Diesel,Truck,4,4,338,32,25,9,10842.666666666666,25317.0,848.0,scraping
Ford,Explorer,2013,22156,26166,Monterrey,MX,SCRAPED2013738381,EX,White,Very Good,2.0L Turbo,Automatic,FWD,Gasoline,Hatchback,2,4,154,34,21,11,2378.7272727272725,28610.666666666668,-6454.666666666668,scraping
BMW,X3,2011,37580,56761,Monterrey,MX,SCRAPED2011140064,EX,Silver,Good,2.0L Turbo,Manual,FWD,Hybrid,SUV,2,8,340,32,18,13,4366.2307692307695,47162.681818181816,-9582.681818181816,scraping
Volkswagen,Tiguan,2015,17747,80480,Monterrey,MX,SCRAPED2015867646,Base,White,Very Good,3.5L V6,Automatic,RWD,Gasoline,SUV,2,6,344,32,16,9,8942.222222222223,25830.10714285714,-8083.107142857141,scraping
Hyundai,Santa Fe,2017,27350,105152,Monterrey,MX,SCRAPED2017778058,EX,Red,Fair,3.0L Diesel,CVT,FWD,Gasoline,Hatchback,2,6,289,29,15,7,15021.714285714286,23741.354838709678,3608.645161290322,scraping
Audi,Q5,2016,38437,98135,Monterrey,MX,SCRAPED2016511732,Limited,Red,Excellent,3.5L V6,CVT,RWD,Hybrid,Truck,2,8,328,31,15,8,12266.875,45476.92307692308,-7039.923076923078,scraping
BMW,5 Series,2017,39053,141301,Monterrey,MX,SCRAPED2017671097,Limited,Blue,Excellent,3.5L V6,CVT,FWD,Gasoline,SUV,4,4,258,24,22,7,20185.85714285714,48771.92857142857,-9718.928571428572,scraping
Mercedes-Benz,GLC,2018,42290,140392,Monterrey,MX,SCRAPED2018470005,Base,Gray,Very Good,2.5L 4-Cylinder,Automatic,AWD,Diesel,Hatchback,4,8,214,35,18,6,23398.666666666668,46112.3,-3822.300000000003,scraping
BMW,3 Series,2017,48918,94035,Monterrey,MX,SCRAPED2017362515,Base,Black,Fair,3.5L V6,CVT,FWD,Gasoline,Hatchback,4,6,332,25,25,7,13433.57142857143,45747.42857142857,3170.5714285714275,scraping
Toyota,Camry,2017,27668,23876,Monterrey,MX,SCRAPED2017889269,Limited,Gray,Good,3.5L V6,Automatic,RWD,Hybrid,Hatchback,4,8,243,35,20,7,3410.8571428571427,23331.285714285714,4336.714285714286,scraping
Ford,Escape,2017,35201,97877,Monterrey,MX,SCRAPED2017252784,EX,Blue,Excellent,2.5L 4-Cylinder,Automatic,AWD,Gasoline,Hatchback,4,8,223,34,15,7,13982.42857142857,29792.18181818182,5408.81818181818,scraping
Mercedes-Benz,GLE,2018,43530,62518,Monterrey,MX,SCRAPED2018663219,Premium,Red,Fair,3.5L V6,CVT,AWD,Diesel,Sedan,4,4,176,35,16,6,10419.666666666666,47390.76,-3860.760000000002,scraping
Toyota,Camry,2016,27496,14050,Monterrey,MX,SCRAPED2016782602,Base,Silver,Very Good,3.5L V6,Manual,FWD,Hybrid,Hatchback,4,6,374,33,18,8,1756.25,23331.285714285714,4164.714285714286,scraping
Chevrolet,Malibu,2016,25850,106886,Monterrey,MX,SCRAPED2016492905,EX,Red,Excellent,2.0L Turbo,Automatic,FWD,Gasoline,Truck,2,8,340,22,20,8,13360.75,31844.458333333332,-5994.458333333332,scraping
Honda,Accord,2016,19073,123070,Monterrey,MX,SCRAPED2016537898,EX,White,Very Good,3.5L V6,Manual,RWD,Gasoline,Hatchback,2,8,295,30,25,8,15383.75,24268.2,-5195.200000000001,scraping
Toyota,Highlander,2018,23586,133491,Monterrey,MX,SCRAPED2018295415,EX,Red,Excellent,2.0L Turbo,Automatic,RWD,Hybrid,Truck,4,4,345,21,20,6,22248.5,23365.428571428572,220.57142857142753,scraping
Hyundai,Santa Fe,2016,19381,112839,Monterrey,MX,SCRAPED2016869468,Limited,White,Good,2.5L 4-Cylinder,Manual,FWD,Gasoline,Sedan,2,4,331,35,18,8,14104.875,23741.354838709678,-4360.354838709678,scraping
Volkswagen,Tiguan,2018,35957,64099,Monterrey,MX,SCRAPED2018632952,Premium,Black,Fair,3.0L Diesel,Automatic,FWD,Gasoline,Hatchback,4,8,315,30,19,6,10683.166666666666,25830.10714285714,10126.892857142859,scraping
Kia,Sorento,2017,23899,84309,Monterrey,MX,SCRAPED2017484351,EX,Black,Very Good,3.5L V6,Automatic,AWD,Hybrid,Truck,4,6,301,34,17,7,12044.142857142857,23563.17391304348,335.82608695652016,scraping
Chevrolet,Silverado,2018,31266,137504,Monterrey,MX,SCRAPED2018203338,Base,Black,Very Good,2.0L Turbo,Manual,AWD,Diesel,Hatchback,4,6,162,35,15,6,22917.333333333332,32194.0,-928.0,scraping
Honda,Pilot,2016,18781,18470,Monterrey,MX,SCRAPED2016448833,Base,Gray,Fair,2.0L Turbo,Manual,AWD,Diesel,Sedan,2,8,307,33,24,8,2308.75,20042.933333333334,-1261.9333333333343,scraping
Hyundai,Tucson,2018,26376,118403,Monterrey,MX,SCRAPED2018460654,Base,Gray,Fair,3.5L V6,Automatic,AWD,Hybrid,SUV,4,8,176,20,20,6,19733.833333333332,23820.75,2555.25,scraping
Ford,Explorer,2016,24390,120256,Monterrey,MX,SCRAPED2016161711,EX,Gray,Good,3.5L V6,Manual,RWD,Hybrid,Sedan,4,8,273,33,19,8,15032.0,28610.666666666668,-4220.666666666668,scraping
Hyundai,Elantra,2018,28208,42307,Monterrey,MX,SCRAPED2018769467,EX,Silver,Fair,2.5L 4-Cylinder,Manual,FWD,Diesel,Sedan,4,8,297,23,17,6,7051.166666666667,24270.041666666668,3937.958333333332,scraping
Ford,Escape,2016,31768,76243,Monterrey,MX,SCRAPED2016766353,Limited,White,Fair,2.0L Turbo,Manual,AWD,Hybrid,Sedan,4,4,345,21,16,8,9530.375,29792.18181818182,1975.8181818181802,scraping
Volkswagen,Tiguan,2017,28710,57144,Monterrey,MX,SCRAPED2017272199,EX,Silver,Excellent,2.0L Turbo,Manual,FWD,Hybrid,SUV,4,6,214,21,24,7,8163.428571428572,25830.10714285714,2879.8928571428587,scraping
Honda,Pilot,2016,23977,108265,Monterrey,MX,SCRAPED2016466570,Premium,Gray,Very Good,3.0L Diesel,CVT,FWD,Hybrid,SUV,4,4,374,27,21,8,13533.125,20042.933333333334,3934.0666666666657,scraping
Hyundai,Tucson,2016,19703,76979,Monterrey,MX,SCRAPED2016594782,Limited,White,Fair,3.5L V6,Manual,RWD,Gasoline,Sedan,2,4,301,21,25,8,9622.375,23820.75,-4117.75,scraping
BMW,X3,2018,44794,35356,Monterrey,MX,SCRAPED2018684586,Premium,Blue,Fair,3.5L V6,CVT,RWD,Gasoline,Truck,4,6,159,33,15,6,5892.666666666667,47162.681818181816,-2368.681818181816,scraping
Honda,Accord,2018,28297,138272,Monterrey,MX,SCRAPED2018541262,EX,Silver,Excellent,2.5L 4-Cylinder,Automatic,AWD,Diesel,Sedan,4,8,208,24,15,6,23045.333333333332,24268.2,4028.7999999999993,scraping
Toyota,Corolla,2016,18584,50493,Monterrey,MX,SCRAPED2016511573,Limited,White,Excellent,3.5L V6,Automatic,FWD,Gasoline,Truck,4,8,264,24,23,8,6311.625,22425.5,-3841.5,scraping
Honda,Accord,2017,21231,123643,Monterrey,MX,SCRAPED2017904957,Premium,Blue,Good,3.5L V6,Automatic,RWD,Hybrid,Hatchback,4,4,366,29,18,7,17663.285714285714,24268.2,-3037.2000000000007,scraping
Mercedes-Benz,C-Class,2018,46391,60983,Monterrey,MX,SCRAPED2018912320,LX,Silver,Fair,2.5L 4-Cylinder,Manual,RWD,Hybrid,Sedan,2,4,192,32,22,6,10163.833333333334,42999.333333333336,3391.6666666666642,scraping
Hyundai,Santa Fe,2017,27494,32621,Monterrey,MX,SCRAPED2017952307,Premium,White,Good,2.5L 4-Cylinder,Automatic,FWD,Diesel,SUV,2,4,154,29,25,7,4660.142857142857,23741.354838709678,3752.645161290322,scraping
Ford,Escape,2016,26712,96955,Monterrey,MX,SCRAPED2016675460,LX,White,Good,3.5L V6,Automatic,RWD,Diesel,Truck,2,4,363,25,19,8,12119.375,29792.18181818182,-3080.18181818182,scraping
Honda,Pilot,2018,25939,59885,Monterrey,MX,SCRAPED2018276605,Base,White,Good,3.5L V6,CVT,RWD,Hybrid,Hatchback,2,8,326,31,24,6,9980.833333333334,20042.933333333334,5896.066666666666,scraping
Hyundai,Santa Fe,2016,20996,57254,Monterrey,MX,SCRAPED2016241716,Premium,Red,Excellent,2.5L 4-Cylinder,Manual,FWD,Hybrid,Truck,4,6,230,20,25,8,7156.75,23741.354838709678,-2745.354838709678,scraping
Volkswagen,Passat,2017,21505,31006,Monterrey,MX,SCRAPED2017692062,Premium,Blue,Excellent,3.0L Diesel,Automatic,FWD,Diesel,SUV,2,6,318,28,20,7,4429.428571428572,25221.53846153846,-3716.538461538461,scraping
Honda,Pilot,2016,30728,48562,Monterrey,MX,SCRAPED2016283644,EX,Gray,Very Good,3.5L V6,Manual,AWD,Diesel,Truck,4,4,170,32,21,8,6070.25,20042.933333333334,10685.066666666666,scraping
Hyundai,Sonata,2018,25719,102603,Monterrey,MX,SCRAPED2018701601,Base,Blue,Excellent,2.0L Turbo,Automatic,AWD,Diesel,SUV,4,4,340,21,22,6,17100.5,27014.347826086956,-1295.347826086956,scraping
Nissan,Altima,2018,27611,117066,Monterrey,MX,SCRAPED2018883877,Limited,Red,Good,3.5L V6,CVT,FWD,Gasoline,Hatchback,2,6,323,29,15,6,19511.0,24909.2,2701.7999999999993,scraping
Volkswagen,Atlas,2017,24665,78469,Monterrey,MX,SCRAPED2017471467,Premium,Red,Good,2.0L Turbo,Automatic,AWD,Gasoline,SUV,2,4,285,28,23,7,11209.857142857143,21952.809523809523,2712.190476190477,scraping
Kia,Forte,2017,29038,24360,Monterrey,MX,SCRAPED2017655789,Base,Blue,Good,3.0L Diesel,CVT,FWD,Diesel,Hatchback,4,6,332,22,17,7,3480.0,29418.470588235294,-380.4705882352937,scraping
BMW,X5,2016,50379,42322,Monterrey,MX,SCRAPED2016664245,Base,Gray,Good,3.0L Diesel,CVT,RWD,Gasoline,Hatchback,4,6,185,35,17,8,5290.25,45377.85,5001.1500000000015,scraping
Chevrolet,Malibu,2017,30964,23476,Monterrey,MX,SCRAPED2017215713,EX,Red,Fair,2.5L 4-Cylinder,Manual,RWD,Gasoline,Truck,2,6,318,21,20,7,3353.714285714286,31844.458333333332,-880.4583333333321,scraping
Ford,Escape,2018,26898,126682,Monterrey,MX,SCRAPED2018519370,Limited,Silver,Fair,3.5L V6,Manual,FWD,Diesel,Truck,2,4,365,21,22,6,21113.666666666668,29792.18181818182,-2894.18181818182,scraping
Nissan,Pathfinder,2017,19972,85046,Monterrey,MX,SCRAPED2017964594,Base,Gray,Good,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Truck,4,8,397,23,21,7,12149.42857142857,24422.72,-4450.720000000001,scraping
Volkswagen,Tiguan,2016,24718,49368,Monterrey,MX,SCRAPED2016462945,Base,Gray,Very Good,3.5L V6,Automatic,RWD,Gasoline,Hatchback,4,6,182,34,20,8,6171.0,25830.10714285714,-1112.1071428571413,scraping
Ford,F-150,2017,31583,90888,Monterrey,MX,SCRAPED2017733659,Premium,Black,Good,3.0L Diesel,Manual,AWD,Gasoline,Truck,2,8,193,32,16,7,12984.0,29563.739130434784,2019.2608695652161,scraping
Nissan,Rogue,2018,32310,37794,Monterrey,MX,SCRAPED2018909416,Premium,White,Very Good,2.5L 4-Cylinder,Manual,AWD,Hybrid,Sedan,4,6,244,34,22,6,6299.0,24736.576923076922,7573.423076923078,scraping
Ford,F-150,2018,30034,86902,Monterrey,MX,SCRAPED2018850546,Limited,Black,Excellent,2.0L Turbo,Automatic,FWD,Gasoline,Truck,4,6,279,21,22,6,14483.666666666666,29563.739130434784,470.2608695652161,scraping
Nissan,Sentra,2018,25925,133710,Monterrey,MX,SCRAPED2018767056,Premium,White,Good,3.0L Diesel,Automatic,FWD,Gasoline,Hatchback,2,8,150,32,16,6,22285.0,21778.217391304348,4146.782608695652,scraping
Hyundai,Santa Fe,2016,24784,22794,Monterrey,MX,SCRAPED2016817904,Limited,Black,Good,2.0L Turbo,Automatic,RWD,Diesel,SUV,4,6,184,23,19,8,2849.25,23741.354838709678,1042.645161290322,scraping
BMW,X3,2017,48709,36271,Monterrey,MX,SCRAPED2017366864,Base,Black,Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,SUV,4,6,367,34,15,7,5181.571428571428,47162.681818181816,1546.3181818181838,scraping
Mercedes-Benz,GLE,2018,47434,42058,Monterrey,MX,SCRAPED2018259740,Limited,Black,Excellent,2.5L 4-Cylinder,Manual,FWD,Gasoline,Sedan,4,8,298,25,22,6,7009.666666666667,47390.76,43.23999999999796,scraping
BMW,X3,2017,46093,50194,Monterrey,MX,SCRAPED2017892780,EX,White,Fair,2.5L 4-Cylinder,Manual,FWD,Hybrid,Truck,4,6,301,22,17,7,7170.571428571428,47162.681818181816,-1069.6818181818162,scraping
Nissan,Altima,2017,27803,144267,Monterrey,MX,SCRAPED2017229603,Limited,Silver,Excellent,2.5L 4-Cylinder,Automatic,RWD,Diesel,Truck,2,8,238,30,23,7,20609.571428571428,24909.2,2893.7999999999993,scraping
Hyundai,Santa Fe,2018,25009,79436,Monterrey,MX,SCRAPED2018366656,Premium,Blue,Good,3.5L V6,Automatic,RWD,Hybrid,Hatchback,2,6,200,33,25,6,13239.333333333334,23741.354838709678,1267.645161290322,scraping
Toyota,RAV4,2018,22733,132520,Monterrey,MX,SCRAPED2018765303,Base,Red,Very Good,2.0L Turbo,Automatic,FWD,Hybrid,SUV,2,4,365,29,21,6,22086.666666666668,25440.3,-2707.2999999999993,scraping
Chevrolet,Malibu,2017,23259,42946,Monterrey,MX,SCRAPED2017181678,LX,Gray,Very Good,3.5L V6,Manual,AWD,Gasoline,Sedan,4,6,263,26,20,7,6135.142857142857,31844.458333333332,-8585.458333333332,scraping
Kia,Sorento,2016,19110,135381,Monterrey,MX,SCRAPED2016807531,Base,Black,Good,2.5L 4-Cylinder,CVT,RWD,Hybrid,Truck,2,8,380,26,16,8,16922.625,23563.17391304348,-4453.17391304348,scraping
Mercedes-Benz,E-Class,2017,39575,145766,Monterrey,MX,SCRAPED2017615429,Premium,Black,Very Good,3.5L V6,Automatic,FWD,Gasoline,Truck,4,8,191,30,16,7,20823.714285714286,46445.807692307695,-6870.807692307695,scraping
Ford,F-150,2017,31572,90509,Monterrey,MX,SCRAPED2017477199,Base,Red,Very Good,2.0L Turbo,CVT,FWD,Gasoline,Truck,4,8,385,32,25,7,12929.857142857143,29563.739130434784,2008.2608695652161,scraping
Kia,Sorento,2016,22000,89861,Monterrey,MX,SCRAPED2016843007,Premium,Black,Good,2.0L Turbo,Manual,AWD,Hybrid,Hatchback,2,6,191,27,15,8,11232.625,23563.17391304348,-1563.1739130434798,scraping
Ford,Escape,2017,34741,35494,Monterrey,MX,SCRAPED2017147202,LX,Blue,Very Good,2.5L 4-Cylinder,CVT,AWD,Gasoline,Truck,2,6,374,21,19,7,5070.571428571428,29792.18181818182,4948.81818181818,scraping
Volkswagen,Tiguan,2016,16895,148165,Monterrey,MX,SCRAPED2016660429,LX,Gray,Fair,3.5L V6,CVT,RWD,Hybrid,SUV,2,6,247,33,24,8,18520.625,25830.10714285714,-8935.107142857141,scraping
Kia,Sorento,2016,21427,99663,Monterrey,MX,SCRAPED2016786901,LX,Black,Fair,2.5L 4-Cylinder,Manual,AWD,Hybrid,Truck,2,8,226,25,18,8,12457.875,23563.17391304348,-2136.17391304348,scraping
Mercedes-Benz,GLC,2016,36314,144885,Monterrey,MX,SCRAPED2016982789,Limited,Silver,Fair,2.0L Turbo,CVT,AWD,Diesel,Hatchback,4,4,278,34,20,8,18110.625,46112.3,-9798.300000000003,scraping
